type,country,id,community
company,Nalakond,Spanish Shrimp  Carriers,1
organization,Unknown,185040354,6
organization,Unknown,4,6
organization,Unknown,860067396,1
organization,Unknown,664738735,1
location,Unknown,77b46bc7-7e31-41a0-973c-e633011d21b0,1
organization,Unknown,7,6
organization,Unknown,7,6
organization,Unknown,35,6
political_organization,Unknown,6406040,6
person,Country_271835,Jamie Knox,6
organization,Unknown,3506021,1
political_organization,Unknown,348079,1
political_organization,Unknown,78,1
organization,Unknown,300668979,1
organization,Unknown,2,11
organization,Unknown,5,5
organization,Unknown,7298083,6
organization,Unknown,9,11
person,Oceanus,Amanda Mckenzie,9
organization,Unknown,8698,8
person,Country_271835,Claire Russell,8
organization,Unknown,964,8
organization,Unknown,93873119,6
person,Country_271835,Jeremy Cordova,11
location,Unknown,602ea158-0519-47fc-badc-787721580418,11
organization,Unknown,551,1
organization,Unknown,380,1
location,Unknown,f20779bf-63b5-4ea4-bb5f-944bb9449bce,11
organization,Unknown,349,11
organization,Unknown,84616,11
location,Unknown,ee05a28e-82ba-4f1d-a60f-68797a422ada,1
organization,Unknown,83,1
Uncategorized,Unknown,âunregulatedâ,11
location,Unknown,3b728c8f-1eaa-4f16-8c63-d3bcffd437bb,3
organization,Unknown,2989,6
location,Unknown,df42b319-be6a-4a2e-b11d-c4da7ecfc01c,3
organization,Unknown,185106,3
organization,Unknown,26,11
organization,Unknown,860600018,9
organization,Unknown,435054320,3
vessel,Unknown,Cutter,3
Uncategorized,Unknown,Sept,5
person,Nalakond,John Gonzalez,9
organization,Unknown,9203,11
organization,Unknown,3878194,1
person,Country_271835,Amy Kent,1
Uncategorized,Unknown,Conventionâ,1
vessel,Unknown,water fishing,11
organization,Unknown,760079,11
organization,Unknown,3009706,11
location,Unknown,0f5fd4f9-1683-464e-9459-a4488de5064b,1
organization,Unknown,449308,6
organization,Unknown,200640636,1
person,Country_271835,Debbie Daniel,1
company,Country_628643,png xi  Line,11
organization,Unknown,7361,6
organization,Unknown,5848,1
location,Unknown,d5b94ebc-e03a-438e-872b-a15db349a748,11
person,Country_271835,Ashley Wiggins,11
organization,Unknown,737205,6
person,Country_271835,Clayton Rodgers,11
person,Country_271835,Randy Collins,11
person,Country_271835,Brandon Berger,11
organization,Unknown,4783,11
location,Unknown,e2816018-e01c-4eac-8dc5-e84aebc22cff,11
person,Country_271835,Vanessa Avila,11
organization,Unknown,529,11
organization,Unknown,47924922,8
political_organization,Unknown,12845006,8
organization,Unknown,9488645,8
person,Merigrad,Lauren Moore,6
Uncategorized,Unknown,âlocalâ,6
Uncategorized,Unknown,Leominster Provincetownâ,6
location,Unknown,371bf15a-3000-499a-88e4-cc096b028ec7,1
political_organization,Unknown,913428,1
person,Country_271835,Jason Davis,8
person,Country_271835,Kyle Stanton,11
organization,Unknown,47562016,1
organization,Unknown,672,5
company,Vesperlandia,Mar del Oeste Pic,11
organization,Unknown,8327,3
organization,Unknown,40213337,3
vessel,Unknown,cutters,3
vessel,Unknown,Coast,3
event,Unknown,Today,3
organization,Unknown,4146760,11
organization,Unknown,9786,1
person,Country_271835,Stephanie Garner,1
person,Country_271835,Jeremy Norris,3
vessel,Unknown,Ocean Tuna,6
organization,Unknown,262157542,6
organization,Unknown,46194,6
organization,Unknown,9204971,6
organization,Unknown,2230601,6
vessel,Unknown,Explorer,11
organization,Unknown,36295,1
person,Country_271835,Jeremiah Delacruz,1
event,Unknown,âsquids,1
event,Unknown,âclams,1
event,Unknown,Octopus,1
organization,Unknown,60253,1
organization,Unknown,13015105,1
event,Unknown,âSocioeconomic,1
person,Country_271835,Jeffrey Yates,11
organization,Unknown,1465792,11
organization,Unknown,657,11
organization,Unknown,760402,3
person,Country_271835,Tyler Brown,3
company,Country_271835,Cape of Good Hope  Oyj,11
organization,Unknown,874124852,11
location,Unknown,fc4e853f-6e18-4631-bf95-f70d6a30579f,8
location,Unknown,705283b0-cdb7-4f0a-8481-b3fea243a8e5,11
vessel,Unknown,Boat,3
person,Country_271835,Teresa Rivera,3
vessel,Unknown,salmon,11
person,Country_271835,George Ramirez,11
organization,Unknown,7320771,1
organization,Unknown,94760735,1
Uncategorized,Unknown,Aleut Community St,8
Uncategorized,Unknown,KanuuxÌ,8
location,Unknown,e8036bce-0679-41d2-aa7b-d444163ae65a,8
Uncategorized,Unknown,âSewardâs Follyâ,11
Uncategorized,Unknown,âAlaÄum KanuuxÌ,8
organization,Unknown,42603647,6
organization,Unknown,8544797,6
organization,Unknown,5070599,6
organization,Unknown,8966,6
organization,Unknown,39,6
vessel,Unknown,Plastic,1
location,Unknown,e53552bc-174b-4799-b96b-c23cfa0731cb,9
organization,Unknown,9166,9
organization,Unknown,48,3
location,Unknown,c14a3dc1-59d0-4b92-b9f3-331e51912787,5
organization,Unknown,505943,6
organization,Unknown,79538,9
person,Country_271835,Kevin Norton,9
Uncategorized,Unknown,âgreenâ,11
organization,Unknown,36,11
person,Country_271835,Amy Wise,5
political_organization,Unknown,40952,9
location,Unknown,52093e45-b873-4300-9612-8dfc291b1339,1
organization,Unknown,528,11
person,Country_271835,Hunter Wheeler,9
person,Country_271835,Christopher Miller,5
Uncategorized,Unknown,ipoa-iuu,1
location,Unknown,2ceda972-c633-4a88-bbe8-a4fe48cb5555,1
Uncategorized,Unknown,Torremolinos,1
Uncategorized,Unknown,International-Convention,1
Uncategorized,Unknown,imo,1
vessel,Unknown,Spy,11
person,Country_483478,Courtney Evans,9
Uncategorized,Unknown,Mexicoâs YucatÃ,9
person,Country_271835,Jerry Welch,9
location,Unknown,1196cfc8-175c-465b-aee9-fbf74c81aa49,9
movement,Unknown,days,5
location,Unknown,e678510b-947d-455a-8eb0-44d1009682ec,11
Uncategorized,Unknown,The Pew Charitable Trustsâ,11
location,Unknown,a0deebdf-db0c-4aa8-91b6-0536e017c20f,9
organization,Unknown,25125567,1
person,Country_542476,Thomas Morales,5
person,Country_271835,Morgan Black,8
person,Oceanus,Kristine Vaughn,9
organization,Unknown,1301719,11
person,Oceanus,Amanda Gibson,9
person,Country_271835,Carlos White,8
person,Country_271835,Robert Adams,11
person,Country_271835,Brandon Jackson,11
organization,Unknown,691192,8
organization,Unknown,243964,8
person,Country_271835,Melissa Spence,9
location,Unknown,e13aca6a-88b5-4be7-a293-4a57854d7b1d,9
person,Country_271835,Daniel Snyder,9
person,Country_271835,Allison Leonard,9
Uncategorized,Unknown,ââ,5
event,Unknown,âHe,9
organization,Unknown,314,1
organization,Unknown,979893388,5
person,Country_271835,Tammy Ryan,11
location,Unknown,e1d7b4ac-ed31-42a4-9375-4afb0f78f276,3
person,Country_271835,Mary Horton,3
vessel,Unknown,cutter James,3
location,Unknown,1da2bc5a-e590-41c9-9982-2ade48dfc426,1
organization,Unknown,842229565,6
person,Country_271835,Dylan Roberts,9
vessel,Unknown,Hang,9
organization,Unknown,41695239,11
organization,Unknown,489,11
vessel,Unknown,Oceans,1
location,Unknown,7c54563c-577c-462f-8e30-389b510c776a,11
event,Unknown,Morning,11
person,Country_271835,Jennifer Simmons,11
organization,Unknown,833355,11
organization,Unknown,613281364,11
organization,Unknown,801809,11
person,Country_271835,Angela Spencer,3
organization,Unknown,32416483,11
organization,Unknown,65,11
organization,Unknown,58745,11
organization,Unknown,61057213,1
organization,Unknown,653,1
organization,Unknown,678,11
organization,Unknown,6393,1
location,Unknown,34f0cbbf-83c3-4e09-ad7a-b94a778f7c12,11
person,Country_271835,Madison Edwards,5
person,Marebak,Calvin Salas,8
organization,Unknown,685607,9
person,Wysterion,Tristan Johnson,8
person,Country_271835,Andrew Gamble,11
organization,Unknown,492238508,1
person,Country_709784,Anita Tate,1
organization,Unknown,4447143,1
location,Unknown,36b70b18-465a-442f-bfbe-cedb85d48acc,11
organization,Unknown,13,11
vessel,Unknown,reefers,1
Uncategorized,Unknown,âencounteredâ,1
person,Country_271835,Kimberly Lara,9
person,Country_271835,Danielle Camacho,9
person,Country_271835,Mr. Justin Bailey MD,6
person,Country_271835,Jennifer Brown,11
person,Country_271835,John Barnes DDS,5
organization,Unknown,9590898,5
person,Arreciviento,Joshua Garrett,5
organization,Unknown,95230042,5
organization,Unknown,21240092,5
organization,Unknown,7234,5
person,Country_271835,Mary Jenkins,6
political_organization,Unknown,75835980,6
organization,Unknown,23774,6
person,Luminsia,Nicole Smith,6
organization,Unknown,9992346,6
organization,Unknown,227,6
person,Country_271835,Jennifer Reilly,5
person,Country_271835,Cynthia Byrd,9
person,Country_271835,Christopher Hernandez,8
organization,Unknown,58666504,5
person,Country_271835,Jennifer Frederick,5
organization,Unknown,70347729,5
organization,Unknown,116070050,11
location,Unknown,b47086b0-e225-436a-83b1-2cf5cda4dbd5,11
organization,Unknown,613465161,11
organization,Unknown,884648,5
organization,Unknown,90,5
organization,Unknown,353149780,5
organization,Unknown,2913,5
location,Unknown,88a1fe65-33d9-487a-a3ac-d4208f41b754,3
person,Country_271835,Jenna Barton,3
person,Country_271835,Jessica Owens,5
person,Country_271835,Daniel Wood,9
location,Unknown,88e9e7e8-3edf-4fd4-959d-8ec4f53e59d6,11
location,Unknown,f7a4114d-d1ca-44df-a7e0-c72e440671ba,1
organization,Unknown,6038,9
location,Unknown,f9f6fc72-83db-4c44-a818-dde6c33985f9,1
organization,Unknown,67909,1
location,Unknown,e09b64a2-397a-4bec-96a1-7d61479fe37a,11
organization,Unknown,1012,6
person,Country_271835,Kayla Reynolds,6
organization,Unknown,724,6
person,Country_271835,Alyssa Mccoy,11
person,Country_271835,James Hernandez,11
location,Unknown,1f899410-3447-48e7-bcb3-cbff10619e86,11
person,Country_271835,Barbara Mccarty,9
person,Country_271835,Christopher Simon,9
person,Country_271835,Lauren Jackson DDS,8
event,Unknown,ï¬shes,8
event,Unknown,ï¬sh,8
person,Country_990614,Darren Wilson,5
person,Country_271835,Andrew Miller,5
political_organization,Unknown,440994840,11
person,Country_271835,Krystal Lee,5
organization,Unknown,506986590,6
organization,Unknown,7321,6
organization,Unknown,647724,6
organization,Unknown,1214936,6
person,Country_271835,Philip Black,9
person,Country_271835,Laurie Clark,11
organization,Unknown,7548555,5
vessel,Unknown,ARA Contraalmirante Cordero,5
person,Country_271835,Elijah Gordon,8
organization,Unknown,461553,1
person,Oceanus,Rebecca Fox,11
person,Country_271835,Brandy Williams,5
location,Unknown,d6968538-6f18-4a1c-a4e2-59de3c0e25c2,5
person,Country_271835,Robert Vega,5
organization,Unknown,216,6
person,Oceanus,Frederick Hunter,3
location,Unknown,06c161ac-e601-493f-b8df-839382e16a74,11
person,Country_271835,Julie Parks,9
vessel,Unknown,USS Hurricane,6
vessel,Unknown,PC,6
person,Country_271835,Brandi White,11
person,Country_271835,Tara Hanson,1
person,Country_271835,Wesley Vasquez,1
person,Marebak,Anthony Le,9
person,Country_271835,Jo Francis,9
person,Country_271835,Stephanie Thompson,9
person,Country_271835,Michael Baker,11
person,Country_271835,Sabrina Zamora,9
person,Country_271835,Hannah Chandler,9
person,Country_271835,Dr. Michelle Dominguez,9
person,Oceanus,Patricia Bowen,8
person,Country_271835,Paul Holloway,8
person,Country_271835,Maria Russell,9
political_organization,Unknown,91,8
organization,Unknown,72875,1
person,Country_443882,Heidi Kline,3
organization,Unknown,863749817,3
organization,Unknown,475,3
organization,Unknown,567217,3
vessel,Unknown,Oliver,3
person,Country_271835,Amanda Becker,3
person,Country_271835,Jonathan Spence,11
person,Country_271835,Ann Flowers,11
organization,Unknown,60774,11
